0 1.34944e+09 -0.03 0 -0.07 -0.04 10.2628 0.95 0.55 0.5 0.6 0.55 0.15 0.75 0.75 0.55 1 1 0.55 1 0.1 0.4 1 0.2 0.25 0.95 0.4 0.55 0.45 0.85 0.4 0.95 0.2 0.6 1 0.7 0.35 0.95 0.6 0.5 0.45 0.4 0.7 

0 1.34944e+09 -0.03 0 -0.07 -0.04 10.2628 1 0.05 0.65 0.3 0.8 0.1 0.9 0.35 0.75 0.95 0.45 0.2 0.95 0.5 0.6 0.05 0.4 0.3 1 0.7 0.65 1 0.1 0.2 1 0.05 0.6 0.6 0.35 0.1 1 0.75 0.6 0.95 0.15 0.05 

0 1.34944e+09 -0.03 0 -0.07 -0.04 10.2628 1 0.05 0.65 0.35 1 0 1 0.35 0.8 0.65 0.4 0.2 1 0.6 0.6 0.75 0.55 0.15 0.95 0.65 0.6 0.95 0.05 0.15 1 0 0.55 0.75 0.8 0.6 1 0.75 0.5 0.8 0.25 0.05 

0 1.34944e+09 -0.03 0 -0.07 -0.04 10.2628 0.85 0.85 0.3 0.75 0.95 0.3 1 0.05 0.5 0.55 0.1 0.15 1 0.4 0.5 0.35 0.85 0.9 0.95 0.05 0.2 0.65 0.25 0 1 0.35 0.25 0.7 0.1 0.15 1 0.05 0.8 0.6 0.15 0 

0 1.34944e+09 -0.03 0 -0.07 -0.04 10.2628 1 0.6 0.25 0.65 0 0.65 0.9 0.05 0.7 0.85 0.1 0.15 0.95 0.3 0.6 0.65 0.85 0.9 0.9 0.05 0.6 0.7 0.85 0.55 1 0.35 0.25 0.7 0.1 0.15 0.9 0.05 0.8 0.55 1 0.75 

